车辆型号,生产企业,驱动型式,额定功率,变速器类型,发动机型号,车辆净重量,车辆最大重量,市郊油耗,市区油耗,综合油耗
R 300 (251154/CB5EE),戴姆勒股份公司,后轮驱动,180,AT,272945,2340,2840,8.9,15.2,11.2
S 300 L (221154/NG5EB),戴姆勒股份公司,后轮驱动,180,AT,272946,2002,2535,6.9,14.7,9.8
S 300 L (221154/NG5EB),戴姆勒股份公司,后轮驱动,180,AT,272946,2057,2535,6.9,14.7,9.8
GL 400 4MATIC (166856/DF5GE),戴姆勒股份公司,全时全轮驱动,245,AT,276821,2521,3150,8.4,13.1,10.1
GL 400 4MATIC (166856/DF5GE),戴姆勒股份公司,全时全轮驱动,245,AT,276821,2556,3150,8.4,13.1,10.1
ML 320 4MATIC (166062/DA6CB),戴姆勒股份公司,全时全轮驱动,200,AT,276821,2181,2950,8.2,12.7,9.8
ML 400 4MATIC (166056/DA5GB),戴姆勒股份公司,全时全轮驱动,245,AT,276821,2227,2950,8.1,12.8,9.8
E 400 (207465/KK6FF),戴姆勒股份公司,后轮驱动,245,AT,276820,1894,2315,6.5,11.3,8.3
E 400 (207365/KJ6FB),戴姆勒股份公司,后轮驱动,245,AT,276820,1796,2195,6.3,10.9,8
S 400 L (222165/UG6FB),戴姆勒股份公司,后轮驱动,245,AT,276824,2065,2635,6.4,11.2,8.2
S 400 L (222165/UG6FB),戴姆勒股份公司,后轮驱动,245,AT,276824,2096,2635,6.4,11.2,8.2
S 400 L (222165/UG6FB),戴姆勒股份公司,后轮驱动,245,AT,276824,2107,2635,6.4,11.2,8.2
ML 320 4MATIC (166062/DA6CB),戴姆勒股份公司,全时全轮驱动,200,AT,276821,2181,2950,7.9,12.5,9.6
ML 400 4MATIC (166056/DA5GB),戴姆勒股份公司,全时全轮驱动,245,AT,276821,2227,2950,8,12.7,9.7
BJ7302ETEAL,北京奔驰汽车有限公司,全时全轮驱动,200,AT,276820,1954,2480,6.8,11.3,8.4
BJ7302ETEL,北京奔驰汽车有限公司,后轮驱动,200,AT,276820,1880,2370,6.1,11,7.9
BJ7302ETAL,北京奔驰汽车有限公司,全时全轮驱动,245,AT,276820,1994,2485,6.8,11.4,8.5
FA6503H,福建奔驰汽车工业有限公司,后轮驱动,165,AT,272939,2200,2940,9.9,16.5,12.3
FA6523H,福建奔驰汽车工业有限公司,后轮驱动,165,AT,272939,2200,3100,9.9,16.5,12.3
BJ6453E2A1,北京奔驰汽车有限公司,全时全轮驱动,180,AT,272948,1900,2480,8.7,14.3,10.9
BJ6453F2A,北京奔驰汽车有限公司,全时全轮驱动,180,AT,272948,1900,2480,8.7,14.3,10.9
BJ7302ETAL3,北京奔驰汽车有限公司,全时全轮驱动,245,AT,276820,2000,2485,6.8,11.4,8.5
BJ7302ETEAL3,北京奔驰汽车有限公司,全时全轮驱动,200,AT,276820,1955,2480,6.8,11.3,8.4
BJ7302ETEL3,北京奔驰汽车有限公司,后轮驱动,200,AT,276820,1880,2410,6.1,11,7.9
BJ7302ETXL3,北京奔驰汽车有限公司,后轮驱动,245,AT,276820,1933,2450,6.7,11.6,8.5
BJ7302ETAL2,北京奔驰汽车有限公司,全时全轮驱动,245,AT,276820,2000,2485,6.9,11.5,8.6
BJ7302ETEAL2,北京奔驰汽车有限公司,全时全轮驱动,200,AT,276820,1955,2480,6.8,11.3,8.4
BJ7302ETEL2,北京奔驰汽车有限公司,后轮驱动,200,AT,276820,1880,2410,6.1,11,7.9
BJ7302ETXL2,北京奔驰汽车有限公司,后轮驱动,245,AT,276820,1933,2450,6.7,11.6,8.5
E 320 (207362/KJ6CB),戴姆勒股份公司,后轮驱动,200,AT,276820,1770,2195,5.8,11.6,7.9
R 320 4MATIC (251163/CB6DE),戴姆勒股份公司,全时全轮驱动,200,AT,276826,2345,2990,8.2,14.5,10.5
R 320 4MATIC (251163/CB6DE),戴姆勒股份公司,全时全轮驱动,200,AT,276826,2333,2880,8.2,14.5,10.5
R 400 4MATIC (251166/CB6GE),戴姆勒股份公司,全时全轮驱动,245,AT,276826,2343,2880,8.2,14.5,10.5
S 320 L (222162/UG6CB),戴姆勒股份公司,后轮驱动,200,AT,276824,2040,2590,6.1,11.3,8
CLS 320 (218362/LJ6CB),戴姆勒股份公司,后轮驱动,200,AT,276820,1831,2260,6.4,11.2,8.2
CLS 400 4MATIC (218367/LJ6HB),戴姆勒股份公司,全时全轮驱动,245,AT,276820,1939,2330,6.9,12.1,8.8
CLS 400 4MATIC (218367/LJ6HB),戴姆勒股份公司,全时全轮驱动,245,AT,276820,1900,2330,6.9,12.1,8.8
CLS 400 4MATIC (218367/LJ6HB),戴姆勒股份公司,全时全轮驱动,245,AT,276820,1924,2330,6.9,12.1,8.8
CLS 400 4MATIC (218367/LJ6HB),戴姆勒股份公司,全时全轮驱动,245,AT,276820,1915,2330,6.9,12.1,8.8
S 400 4MATIC MAYBACH (222967/UX6HB),戴姆勒股份公司,全时全轮驱动,245,AT,276824,2229,2725,7.6,12.6,9.4
S 400 4MATIC MAYBACH (222967/UX6HB),戴姆勒股份公司,全时全轮驱动,245,AT,276824,2238,2725,7.6,12.6,9.4
S 400 4MATIC MAYBACH (222967/UX6HB),戴姆勒股份公司,全时全轮驱动,245,AT,276824,2234,2725,7.6,12.6,9.4
S 400 4MATIC MAYBACH (222967/UX6HB),戴姆勒股份公司,全时全轮驱动,245,AT,276824,2243,2725,7.6,12.6,9.4
S 400 4MATIC MAYBACH (222967/UX6HB),戴姆勒股份公司,全时全轮驱动,245,AT,276824,2235,2725,7.6,12.6,9.4
S 400 L 4MATIC (222167/UG6HB),戴姆勒股份公司,全时全轮驱动,245,AT,276824,2159,2670,7.2,13.1,9.3
S 400 L 4MATIC (222167/UG6HB),戴姆勒股份公司,全时全轮驱动,245,AT,276824,2130,2670,7.2,13.1,9.3
S 400 L 4MATIC (222167/UG6HB),戴姆勒股份公司,全时全轮驱动,245,AT,276824,2158,2670,7.2,13.1,9.3
S 400 L 4MATIC (222167/UG6HB),戴姆勒股份公司,全时全轮驱动,245,AT,276824,2171,2670,7.2,13.1,9.3
S 400 L 4MATIC (222167/UG6HB),戴姆勒股份公司,全时全轮驱动,245,AT,276824,2163,2670,7.2,13.1,9.3
S 400 L 4MATIC (222167/UG6HB),戴姆勒股份公司,全时全轮驱动,245,AT,276824,2170,2670,7.2,13.1,9.3
BJ2030U8VA1B,北京汽车股份有限公司,全时全轮驱动,245,AT,276821,2515,3150,8.5,13.9,10.1
BJ2030U8VAB,北京汽车股份有限公司,全时全轮驱动,245,AT,276821,2515,3150,8.5,13.9,10.1
CLS 400 4MATIC (218967/LX6HB),戴姆勒股份公司,全时全轮驱动,245,AT,276820,1997,2440,7.2,12.5,9.1
CLS 400 4MATIC (218967/LX6HB),戴姆勒股份公司,全时全轮驱动,245,AT,276820,2008,2440,7.2,12.5,9.1
GLE 320 4MATIC (166062/DA6CB),戴姆勒股份公司,全时全轮驱动,200,AT,276821,2228,2950,7.9,12.5,9.6
GLE 320 4MATIC (292362/ED6CB),戴姆勒股份公司,全时全轮驱动,200,AT,276821,2280,2850,8.5,12.8,10.1
GLE 400 4MATIC (166056/DA5GB),戴姆勒股份公司,全时全轮驱动,245,AT,276821,2266,2950,0,12.7,9.7
GLE 400 4MATIC (166056/DA5GB),戴姆勒股份公司,全时全轮驱动,245,AT,276821,2330,2950,0,12.7,9.7
GLE 400 4MATIC (292356/ED5GB),戴姆勒股份公司,全时全轮驱动,245,AT,276821,2303,2850,8.5,12.8,10.1
GLE 450 AMG 4MATIC (292364/ED6EB),戴姆勒股份公司,全时全轮驱动,270,AT,276821,2320,2880,8.5,12.8,10.1
S 400 L (222165/UG6FB),戴姆勒股份公司,后轮驱动,245,AT,276824,2065,2590,6.4,11.2,8.2
S 400 L (222165/UG6FB),戴姆勒股份公司,后轮驱动,245,AT,276824,2094,2590,6.4,11.2,8.2
S 400 L (222165/UG6FB),戴姆勒股份公司,后轮驱动,245,AT,276824,2105,2590,6.4,11.2,8.2
S 400 L (222165/UG6FB),戴姆勒股份公司,后轮驱动,245,AT,276824,2092,2590,6.4,11.2,8.2
S 400 L (222165/UG6FB),戴姆勒股份公司,后轮驱动,245,AT,276824,2103,2590,6.4,11.2,8.2
S 400 L (222165/UG6FB),戴姆勒股份公司,后轮驱动,245,AT,276824,2098,2590,6.4,11.2,8.2
S 400 L (222165/UG6FB),戴姆勒股份公司,后轮驱动,245,AT,276824,2110,2590,6.4,11.2,8.2
BJ7305HEAL2,北京奔驰汽车有限公司,全时全轮驱动,200,AT,276823,2020,2499,7,12,8.8
BJ7305HEAL,北京奔驰汽车有限公司,全时全轮驱动,200,AT,276823,1950,2499,6.9,11.9,8.7
R 320 4MATIC (251163/CB6DE),戴姆勒股份公司,全时全轮驱动,200,AT,276826,2345,2990,8.2,14.5,10.5
R 320 4MATIC (251163/CB6DE),戴姆勒股份公司,全时全轮驱动,200,AT,276826,2333,2880,8.2,14.5,10.5
R 400 4MATIC (251166/CB6GE),戴姆勒股份公司,全时全轮驱动,245,AT,276826,2342,2880,8.2,14.5,10.5
R 400 4MATIC (251166/CB6GE),戴姆勒股份公司,全时全轮驱动,245,AT,276826,2363,2880,8.2,14.5,10.5
S 400 4MATIC MAYBACH (222967/UX6HB),戴姆勒股份公司,全时全轮驱动,245,AT,276824,2235,2725,7.6,12.6,9.4
CLS 260 (218336/LJ3GB),戴姆勒股份公司,后轮驱动,155,AT,274920,1740,2170,5.6,9.2,6.9
CLS 260 (218336/LJ3GB),戴姆勒股份公司,后轮驱动,155,AT,274920,1743,2170,5.6,9.2,6.9
CLS 400 4MATIC (218367/LJ6HB),戴姆勒股份公司,全时全轮驱动,245,AT,276820,1939,2330,6.9,12.1,8.8
CLS 400 4MATIC (218367/LJ6HB),戴姆勒股份公司,全时全轮驱动,245,AT,276820,1915,2330,6.9,12.1,8.8
CLS 400 4MATIC (218367/LJ6HB),戴姆勒股份公司,全时全轮驱动,245,AT,276820,1924,2330,6.9,12.1,8.8
CLS 400 4MATIC (218367/LJ6HB),戴姆勒股份公司,全时全轮驱动,245,AT,276820,1900,2330,6.9,12.1,8.8
CLS 400 4MATIC (218967/LX6HB),戴姆勒股份公司,全时全轮驱动,245,AT,276820,1997,2440,7.2,12.5,9.1
CLS 400 4MATIC (218967/LX6HB),戴姆勒股份公司,全时全轮驱动,245,AT,276820,2008,2440,7.2,12.5,9.1
E 320 (207362/KJ6CB),戴姆勒股份公司,后轮驱动,200,AT,276820,1768,2195,5.8,11.6,7.9
E 400 (207365/KJ6FB),戴姆勒股份公司,后轮驱动,245,AT,276820,1770,2195,6.3,10.9,8
E 400 (207465/KK6FF),戴姆勒股份公司,后轮驱动,245,AT,276820,1892,2315,6.5,11.3,8.3
R 320 4MATIC (251163/CB6DE),戴姆勒股份公司,全时全轮驱动,200,AT,276826,2332,2990,8.2,14.5,10.5
R 320 4MATIC (251163/CB6DE),戴姆勒股份公司,全时全轮驱动,200,AT,276826,2361,2990,8.2,14.5,10.5
R 320 4MATIC (251163/CB6DE),戴姆勒股份公司,全时全轮驱动,200,AT,276826,2332,2880,8.2,14.5,10.5
R 400 4MATIC (251166/CB6GE),戴姆勒股份公司,全时全轮驱动,245,AT,276826,2345,2880,8.2,14.5,10.5
R 400 4MATIC (251166/CB6GE),戴姆勒股份公司,全时全轮驱动,245,AT,276826,2373,2990,8.2,14.5,10.5
S 320 L (222162/UG6CB),戴姆勒股份公司,后轮驱动,200,AT,276824,2040,2590,6.1,11.3,8
S 400 L (222165/UG6FB),戴姆勒股份公司,后轮驱动,245,AT,276824,2094,2590,6.4,11.2,8.2
S 400 L 4MATIC (222167/UG6HB),戴姆勒股份公司,全时全轮驱动,245,AT,276824,2158,2670,7.2,13.1,9.3
CLS 320 (218362/LJ6CB),戴姆勒股份公司,后轮驱动,200,AT,276820,1831,2260,6.5,11,8.2
GLE 320 4MATIC (166062/DA6CB),戴姆勒股份公司,全时全轮驱动,200,AT,276821,2245,2950,7.6,12.3,9.3
GLE 320 4MATIC (292362/ED6CB),戴姆勒股份公司,全时全轮驱动,200,AT,276821,2280,2850,8.5,12.8,10.1
GLE 400 4MATIC (166056/DA5GB),戴姆勒股份公司,全时全轮驱动,245,AT,276821,2276,2950,7.6,12.3,9.3
GLE 400 4MATIC (166056/DA5GB),戴姆勒股份公司,全时全轮驱动,245,AT,276821,2339,2950,7.6,12.3,9.3
GLE 400 4MATIC (292356/ED5GB),戴姆勒股份公司,全时全轮驱动,245,AT,276821,2305,2850,8.5,12.8,10.1
GLE 450 AMG 4MATIC (166064/DA6EB),戴姆勒股份公司,全时全轮驱动,270,AT,276821,2276,2930,8.5,13.3,10.3
GLE 450 AMG 4MATIC (166064/DA6EB),戴姆勒股份公司,全时全轮驱动,270,AT,276821,2271,2930,8.5,13.3,10.3
GLE 450 AMG 4MATIC (292364/ED6EB),戴姆勒股份公司,全时全轮驱动,270,AT,276821,2320,2880,8.6,13.3,10.3
GLS 400 4MATIC (166856/DF5GE),戴姆勒股份公司,全时全轮驱动,245,AT,276821,2587,3200,7.8,13.9,10
GLS 400 4MATIC (166856/DF5GE),戴姆勒股份公司,全时全轮驱动,245,AT,276821,2613,3200,7.8,13.9,10
GLS 400 4MATIC (166856/DF5GE),戴姆勒股份公司,全时全轮驱动,245,AT,276821,2599,3200,7.8,13.9,10
S 400 4MATIC (217364/XJ6EB),戴姆勒股份公司,后轮驱动,270,AT,276824,2066,2540,7.2,12.3,9.1
S 400 4MATIC (217364/XJ6EB),戴姆勒股份公司,后轮驱动,270,AT,276824,2064,2540,7.2,12.3,9.1
S 400 4MATIC MAYBACH (222967/UX6HB),戴姆勒股份公司,后轮驱动,245,AT,276824,2243,2725,7.6,12.6,9.4
S 400 4MATIC MAYBACH (222967/UX6HB),戴姆勒股份公司,后轮驱动,245,AT,276824,2238,2725,7.6,12.6,9.4
S 400 4MATIC MAYBACH (222967/UX6HB),戴姆勒股份公司,后轮驱动,245,AT,276824,2229,2725,7.6,12.6,9.4
S 400 L (222165/UG6FB),戴姆勒股份公司,后轮驱动,245,AT,276824,2103,2590,6.4,11.2,8.2
S 400 L (222165/UG6FB),戴姆勒股份公司,后轮驱动,245,AT,276824,2098,2590,6.4,11.2,8.2
S 400 L (222165/UG6FB),戴姆勒股份公司,后轮驱动,245,AT,276824,2110,2590,6.4,11.2,8.2
S 400 L (222165/UG6FB),戴姆勒股份公司,后轮驱动,245,AT,276824,2105,2590,6.4,11.2,8.2
S 400 L (222165/UG6FB),戴姆勒股份公司,后轮驱动,245,AT,276824,2092,2590,6.4,11.2,8.2
S 400 L 4MATIC (222167/UG6HB),戴姆勒股份公司,后轮驱动,245,AT,276824,2130,2670,7.2,13.1,9.3
S 400 L 4MATIC (222167/UG6HB),戴姆勒股份公司,后轮驱动,245,AT,276824,2171,2670,7.2,13.1,9.3
S 400 L 4MATIC (222167/UG6HB),戴姆勒股份公司,后轮驱动,245,AT,276824,2170,2670,7.2,13.1,9.3
S 400 L 4MATIC (222167/UG6HB),戴姆勒股份公司,后轮驱动,245,AT,276824,2163,2670,7.2,13.1,9.3
S 400 L 4MATIC (222167/UG6HB),戴姆勒股份公司,后轮驱动,245,AT,276824,2175,2670,7.2,13.1,9.3
S 400 L 4MATIC (222167/UG6HB),戴姆勒股份公司,后轮驱动,245,AT,276824,2159,2670,7.2,13.1,9.3
R 320 4MATIC (251163/CB6DE),戴姆勒股份公司,全时全轮驱动,200,AT,276826,2338,2880,8.2,14.5,10.5
SL 400 (231466/JK6GA),戴姆勒股份公司,后轮驱动,270,AT,276825,1745,2115,6.6,10.5,8
GLS 400 4MATIC (166856/DF5GE),戴姆勒股份公司,全时全轮驱动,245,AT,276821,2620,3200,7.8,13.9,10
GLS 400 4MATIC (166856/DF5GE),戴姆勒股份公司,全时全轮驱动,245,AT,276821,2601,3200,7.8,13.9,10
GLS 400 4MATIC (166856/DF5GE),戴姆勒股份公司,全时全轮驱动,245,AT,276821,2606,3200,7.8,13.9,10
S 500 e L (222163/UG6DB),戴姆勒股份公司,后轮驱动,245,AT,276824,2392,2825,2.8,2.8,2.8
S 500 e L (222163/UG6DB),戴姆勒股份公司,后轮驱动,245,AT,276824,2379,2825,2.8,2.8,2.8
GLE 500 e 4MATIC (166063/DA6DB),戴姆勒股份公司,全时全轮驱动,245,AT,276821,2571,3050,3.7,3.7,3.7
AMG C 43 4MATIC (205064/WF6EB),戴姆勒股份公司,全时全轮驱动,270,AT,276823,1746,2225,7,12.4,8.9
AMG E 43 4MATIC (213064/ZF6EB),戴姆勒股份公司,全时全轮驱动,295,AT,276823,1918,2415,7.2,12.9,9.4
AMG GLC 43 4MATIC (253364/0J6EB),戴姆勒股份公司,全时全轮驱动,270,AT,276823,1912,2460,7.8,11.5,9.2
AMG GLC 43 4MATIC (253364/0J6EB),戴姆勒股份公司,全时全轮驱动,270,AT,276823,1916,2460,7.8,11.5,9.2
AMG GLC 43 4MATIC (253964/0G6EB),戴姆勒股份公司,全时全轮驱动,270,AT,276823,1935,2460,7.7,11.8,9.2
AMG GLC 43 4MATIC (253964/0G6EB),戴姆勒股份公司,全时全轮驱动,270,AT,276823,1941,2460,7.7,11.8,9.2
AMG GLE 43 4MATIC (166064/DA6EB),戴姆勒股份公司,全时全轮驱动,287,AT,276821,2271,2930,8.4,13.6,10.3
AMG GLE 43 4MATIC (166064/DA6EB),戴姆勒股份公司,全时全轮驱动,287,AT,276821,2276,2930,8.4,13.6,10.3
AMG GLE 43 4MATIC (292364/ED6EB),戴姆勒股份公司,全时全轮驱动,287,AT,276821,2320,2880,8.4,13.6,10.3
GLE 320 4MATIC (166062/DA6CB),戴姆勒股份公司,全时全轮驱动,200,AT,276821,2236,2950,7.6,12.3,9.3
GLE 320 4MATIC (166062/DA6CB),戴姆勒股份公司,全时全轮驱动,200,AT,276821,2257,2950,7.6,12.3,9.3
GLE 320 4MATIC (166062/DA6CB),戴姆勒股份公司,全时全轮驱动,200,AT,276821,2247,2950,7.6,12.3,9.3
GLE 320 4MATIC (292362/ED6CB),戴姆勒股份公司,全时全轮驱动,200,AT,276821,2273,2850,8.5,12.8,10.1
GLE 400 4MATIC (166056/DA5GB),戴姆勒股份公司,全时全轮驱动,245,AT,276821,2278,2950,7.6,12.3,9.3
GLE 400 4MATIC (166056/DA5GB),戴姆勒股份公司,全时全轮驱动,245,AT,276821,2343,2950,7.6,12.3,9.3
GLE 400 4MATIC (292356/ED5GB),戴姆勒股份公司,全时全轮驱动,245,AT,276821,2291,2850,8.5,12.8,10.1
GLS 320 4MATIC (166862/DF6CE),戴姆勒股份公司,全时全轮驱动,200,AT,276821,2482,3200,7.7,13.1,10
GLS 320 4MATIC (166862/DF6CE),戴姆勒股份公司,全时全轮驱动,200,AT,276821,2510,3200,7.7,13.1,10
GLS 320 4MATIC (166862/DF6CE),戴姆勒股份公司,全时全轮驱动,200,AT,276821,2496,3200,7.7,13.1,10
GLS 400 4MATIC (166856/DF5GE),戴姆勒股份公司,全时全轮驱动,245,AT,276821,2555,3200,7.8,13.9,10
GLS 400 4MATIC (166856/DF5GE),戴姆勒股份公司,全时全轮驱动,245,AT,276821,2541,3200,7.8,13.9,10
GLS 400 4MATIC (166856/DF5GE),戴姆勒股份公司,全时全轮驱动,245,AT,276821,2563,3200,7.8,13.9,10
S 320 L (222162/UG6CB),戴姆勒股份公司,后轮驱动,200,AT,276824,2066,2610,6.2,11.4,8.1
S 350 L (222155/UG5FB),戴姆勒股份公司,后轮驱动,230,AT,276824,2099,2625,6,11.6,8.1
S 450 4MATIC MAYBACH (222964/UX6EB),戴姆勒股份公司,全时全轮驱动,270,AT,276824,2228,2725,7.1,12.6,9.2
S 450 4MATIC MAYBACH (222964/UX6EB),戴姆勒股份公司,全时全轮驱动,270,AT,276824,2222,2725,7.1,12.6,9.2
S 450 L (222166/UG6GB),戴姆勒股份公司,后轮驱动,270,AT,276824,2101,2625,6.2,12,8.3
S 450 L (222166/UG6GB),戴姆勒股份公司,后轮驱动,270,AT,276824,2107,2625,6.2,12,8.3
S 450 L (222166/UG6GB),戴姆勒股份公司,后轮驱动,270,AT,276824,2108,2625,6.2,12,8.3
S 450 L (222166/UG6GB),戴姆勒股份公司,后轮驱动,270,AT,276824,2111,2625,6.2,12,8.3
S 450 L 4MATIC (222164/UG6EB),戴姆勒股份公司,全时全轮驱动,270,AT,276824,2174,2685,7.1,12.6,9.2
S 450 L 4MATIC (222164/UG6EB),戴姆勒股份公司,全时全轮驱动,270,AT,276824,2177,2685,7.1,12.6,9.2
BJ2030U8VA1B,北京汽车股份有限公司,全时全轮驱动,245,AT,276821,2515,3150,8,14.4,10.1
BJ2030U8VAB,北京汽车股份有限公司,全时全轮驱动,245,AT,276821,2515,3150,8,14.4,10.1
GLE 320 4MATIC (292362/ED6CB),戴姆勒股份公司,全时全轮驱动,200,AT,276821,2277,2850,8.5,12.8,10.1
GLE 320 4MATIC (292362/ED6CB),戴姆勒股份公司,全时全轮驱动,200,AT,276821,2266,2850,8.5,12.8,10.1
GLE 400 4MATIC (166056/DA5GB),戴姆勒股份公司,全时全轮驱动,245,AT,276821,2349,2950,7.6,12.3,9.3
GLE 400 4MATIC (166056/DA5GB),戴姆勒股份公司,全时全轮驱动,245,AT,276821,2284,2950,7.6,12.3,9.3
GLE 500 e 4MATIC (166063/DA6DB),戴姆勒股份公司,全时全轮驱动,245,AT,276821,2539,3050,3.7,3.7,3.7
S 450 4MATIC (217364/XJ6EB),戴姆勒股份公司,全时全轮驱动,270,AT,276824,2077,2555,7.5,12.1,9.2
S 450 4MATIC (217364/XJ6EB),戴姆勒股份公司,全时全轮驱动,270,AT,276824,2071,2555,7.5,12.1,9.2
BJ6520T8LAB,北京汽车股份有限公司,全时全轮驱动,245,AT,276821,2515,3150,8,14.4,10.1
BJ7305JEAL6,北京奔驰汽车有限公司,全时全轮驱动,200,AT,276823,1950,2499,7,11.9,8.7
BJ7305JEAL7,北京奔驰汽车有限公司,全时全轮驱动,200,AT,276823,2020,2499,7,12,8.8
GLS 400 4MATIC (166856/DF5GE),戴姆勒股份公司,全时全轮驱动,245,AT,276821,2571,3200,7.8,13.9,10
S 350 L (222155/UG5FB),戴姆勒股份公司,后轮驱动,230,AT,276824,2044,2620,6,11.6,8.1
S 350 L (222155/UG5FB),戴姆勒股份公司,后轮驱动,230,AT,276824,2057,2620,6,11.6,8.1
S 350 L (222155/UG5FB),戴姆勒股份公司,后轮驱动,230,AT,276824,2078,2620,6,11.6,8.1
S 450 4MATIC (217364/XJ6EB),戴姆勒股份公司,全时全轮驱动,270,AT,276824,2074,2555,7.5,12.1,9.2
S 450 4MATIC (217364/XJ6EB),戴姆勒股份公司,全时全轮驱动,270,AT,276824,2067,2555,7.5,12.1,9.2
S 450 4MATIC MAYBACH (222964/UX6EB),戴姆勒股份公司,全时全轮驱动,270,AT,276824,2230,2725,7.1,12.6,9.2
S 450 4MATIC MAYBACH (222964/UX6EB),戴姆勒股份公司,全时全轮驱动,270,AT,276824,2227,2725,7.1,12.6,9.2
S 450 L (222166/UG6GB),戴姆勒股份公司,后轮驱动,270,AT,276824,2100,2625,6.2,12,8.3
S 450 L 4MATIC (222164/UG6EB),戴姆勒股份公司,全时全轮驱动,270,AT,276824,2176,2685,7.1,12.6,9.2
GLE 320 4MATIC (166062),戴姆勒股份公司,全时全轮驱动,200,AT,276821,2246,2950,7.6,12.3,9.3
GLE 400 4MATIC (166056),戴姆勒股份公司,全时全轮驱动,245,AT,276821,2324,2950,7.6,12.3,9.3
BJ6520U8LAB,北京汽车股份有限公司,全时全轮驱动,245,AT,276821,2515,3150,8.5,13.9,10.1
BJ6520U8LAB,北京汽车股份有限公司,全时全轮驱动,245,AT,276821,2515,3150,8,14.4,10.1
BJ5030XZHU8VAB,北京汽车股份有限公司,全时全轮驱动,245,AT,276821,2545,3150,8.5,13.9,10.1
BJ5030XZHU8VAB,北京汽车股份有限公司,全时全轮驱动,245,AT,276821,2545,3150,8,14.4,10.1
BJ2030U8VAH,北京汽车股份有限公司,全时全轮驱动,245,AT,276821,2515,3150,8.2,15.1,10.3
SGM7306ATA,上海通用汽车有限公司,后轮驱动,187,AT,LF1,1885,2325,8.3,15.4,10.9
BJ7301 (E 280),北京奔驰-戴姆勒?克莱斯勒汽车有限公司,后轮驱动,170,AT,272943,1730,2260,8.2,15.4,10.9
CTS,通用汽车公司,后轮驱动,203,AT,LF1,1818,2370,6.8,14,9.4
SGM7306ATA,上海通用汽车有限公司,后轮驱动,187,AT,LF1,1920,2360,8.3,15.4,10.9
SGM7307ATA,上海通用汽车有限公司,后轮驱动,203,AT,LF1,1905,2325,7.6,15.6,10.5
SRX,墨西哥通用汽车公司,全时全轮驱动,198,AT,LF1,1986,2520,8.4,15.6,11
CLK280 (209354/TJ54),戴姆勒股份公司,后轮驱动,170,AT,272940,1655,2035,7.9,13.3,9.9
CLK280 (209454/TK54),戴姆勒股份公司,后轮驱动,170,AT,272940,1740,2170,7.9,13.3,9.9
SRX,墨西哥通用汽车有限责任公司,全时全轮驱动,198,AT,LF1,1986,2520,8.4,15.6,11
SGM6521ATA,上海通用(沈阳)北盛汽车有限公司,前轮驱动,190,AT,LFW,1930,2470,8.3,15.5,10.9
CTS,通用汽车有限责任公司,后轮驱动,203,AT,LF1,1818,2370,6.8,14,9.4
SRX Crossover,墨西哥通用汽车有限责任公司,前轮驱动,199,AT,LFW,1999,2480,8,16,10.9
SRX,墨西哥通用汽车有限责任公司,全时全轮驱动,199,AT,LFW,2100,2520,9,15.8,11.5
CTS,通用汽车有限责任公司,后轮驱动,203,AT,LFW,1818,2370,7.1,14.6,9.8
SGM7309ATA,上海通用汽车有限公司,前轮驱动,195,AT,LFW,1850,2270,7.4,15.2,10.3
CSA7300ACV,上海汽车集团股份有限公司,前轮驱动,195,AT,LFW,1810,2222,7.6,15,10.3
CSA7300ACVS,上海汽车集团股份有限公司,前轮驱动,195,AT,LFW,1810,2222,7.6,15,10.3
CSA7300ACV,上海汽车集团股份有限公司,前轮驱动,195,AT,LFW,1810,2222,7.6,15,10.3
CSA7300ACVS,上海汽车集团股份有限公司,前轮驱动,195,AT,LFW,1810,2222,7.6,15,10.3
SGM7301ATB,上海通用汽车有限公司,前轮驱动,195,AT,LFW,1850,2270,7.5,14.2,9.9
CTS(3.0L E5),通用汽车有限责任公司,后轮驱动,203,AT,LFW,1818,2370,7.1,14.6,9.8
SRX Crossover(E5),墨西哥通用汽车有限责任公司,前轮驱动,199,AT,LFW,1999,2480,8,16,10.9
SRX(E5),墨西哥通用汽车有限责任公司,全时全轮驱动,199,AT,LFW,2100,2520,9,15.8,11.5
SGM6531ATA,上海通用沈阳（北盛）汽车有限公司,前轮驱动,190,AT,LFW,1930,2470,8.6,15.4,11.1
SGM7300EYAA,上海通用汽车有限公司,前轮驱动,195,AT,LFW,1850,2270,7.5,14.2,9.9
TB5,美国本田制造有限公司东里博市汽车工厂,前轮驱动,196,AT,J30A6,1700,2200,7.2,13.5,9.5
HG7302AAA4,广汽本田汽车有限公司,前轮驱动,192,AT,J30A5,1660,2060,6.2,13.2,8.8
HG7302AAA5,广汽本田汽车有限公司,前轮驱动,192,AT,J30A5,1660,2060,6.2,13.2,8.8
TB5,美国本田制造有限公司 东里博市汽车工厂,前轮驱动,196,AT,J30A6,1700,2200,7.2,13.5,9.5
SGM6531UYAB,上海通用(沈阳)北盛汽车有限公司,前轮驱动,190,AT,LFW,1930,2470,8.6,15.4,11.1
HG7300EAA5,广汽本田汽车有限公司,前轮驱动,193,AT,J30A7,1870,2285,7.4,14.2,9.9
